"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.259207643E2,6.469346838E1,2.452661946E1,9.272035591E0,1.549999952E0,3.840000153E1,2.500000000E0,3.000000000E0
4.269207667E2,6.469347751E1,2.452664495E1,9.272040217E0,1.069999933E0,4.090000153E1,2.500000000E0,3.000000000E0
4.279207692E2,6.469348652E1,2.452667395E1,9.272045176E0,1.649999976E0,4.870000076E1,2.500000000E0,2.000000000E0
4.289207717E2,6.469349528E1,2.452670085E1,9.272049865E0,1.559999943E0,5.550000000E1,2.500000000E0,2.000000000E0
4.299207742E2,6.469350295E1,2.452673463E1,8.272055020E0,1.519999981E0,5.450000000E1,2.500000000E0,2.000000000E0
4.309207766E2,6.469351179E1,2.452676388E1,8.272059969E0,1.419999957E0,4.990000153E1,2.500000000E0,2.000000000E0
4.319207790E2,6.469352487E1,2.452679104E1,8.272065637E0,1.579999924E0,4.059999847E1,2.500000000E0,2.000000000E0
4.329207815E2,6.469353707E1,2.452680035E1,8.272069281E0,1.350000024E0,4.170000076E1,2.500000000E0,2.000000000E0
4.339207840E2,6.469354842E1,2.452682063E1,8.272073866E0,1.610000014E0,4.529999924E1,2.500000000E0,2.000000000E0
4.349207864E2,6.469356116E1,2.452684477E1,8.272079152E0,1.699999928E0,4.779999924E1,2.500000000E0,2.000000000E0
4.359207889E2,6.469356959E1,2.452686950E1,8.272083547E0,1.490000010E0,4.890000153E1,2.500000000E0,2.000000000E0
4.369207914E2,6.469357893E1,2.452689037E1,8.272087750E0,1.559999943E0,5.629999924E1,2.500000000E0,2.000000000E0
4.379207939E2,6.469358748E1,2.452692666E1,8.272093360E0,1.669999957E0,5.700000000E1,2.500000000E0,2.000000000E0
4.389207963E2,6.469359687E1,2.452696480E1,8.272099345E0,1.589999914E0,5.570000076E1,2.500000000E0,2.000000000E0
4.399207988E2,6.469360425E1,2.452699221E1,9.272103785E0,1.459999919E0,6.090000153E1,2.500000000E0,2.000000000E0
4.409208013E2,6.469361355E1,2.452701911E1,9.272108600E0,1.599999905E0,6.009999847E1,2.500000000E0,2.000000000E0
4.419208038E2,6.469362021E1,2.452704929E1,9.272113168E0,1.579999924E0,6.309999847E1,2.500000000E0,2.000000000E0
4.429208062E2,6.469362784E1,2.452708030E1,1.027211803E1,1.699999928E0,5.870000076E1,2.500000000E0,2.000000000E0
4.439208087E2,6.469363689E1,2.452711559E1,1.027212366E1,1.740000010E0,5.590000153E1,2.500000000E0,2.000000000E0
4.449208111E2,6.469364947E1,2.452714224E1,1.127212917E1,2.180000067E0,4.370000076E1,2.500000000E0,2.000000000E0
4.459208136E2,6.469366175E1,2.452717351E1,1.227213509E1,1.620000005E0,5.359999847E1,2.500000000E0,2.000000000E0
4.469208161E2,6.469367042E1,2.452720444E1,1.227214018E1,1.679999948E0,5.459999847E1,2.500000000E0,2.000000000E0
4.479208186E2,6.469367880E1,2.452723713E1,1.227214539E1,1.659999967E0,5.340000153E1,2.500000000E0,2.000000000E0
4.489208211E2,6.469368953E1,2.452726219E1,1.127215033E1,1.350000024E0,5.029999924E1,2.500000000E0,2.000000000E0
4.499208236E2,6.469369892E1,2.452728700E1,1.127215495E1,1.409999967E0,5.109999847E1,2.500000000E0,2.000000000E0
4.509208261E2,6.469370688E1,2.452730234E1,1.027215829E1,1.389999986E0,2.950000000E1,2.500000000E0,2.000000000E0
4.519208285E2,6.469372138E1,2.452730846E1,1.027216212E1,1.709999919E0,1.239999962E1,2.500000000E0,2.000000000E0
4.529208310E2,6.469374024E1,2.452731525E1,1.027216699E1,1.629999995E0,2.099999905E0,2.500000000E0,2.000000000E0
4.539208335E2,6.469375500E1,2.452730888E1,1.027216959E1,1.719999909E0,3.501000061E2,2.500000000E0,2.000000000E0
4.549208360E2,6.469376631E1,2.452729731E1,9.272170902E0,1.699999928E0,3.342999878E2,2.500000000E0,2.000000000E0
4.559208384E2,6.469377700E1,2.452727543E1,9.272171015E0,1.659999967E0,3.305000000E2,2.500000000E0,2.000000000E0
4.569208409E2,6.469378634E1,2.452724685E1,9.272170142E0,1.649999976E0,3.292999878E2,2.500000000E0,2.000000000E0
4.579208434E2,6.469379887E1,2.452722481E1,9.272170644E0,1.789999962E0,3.242999878E2,2.500000000E0,2.000000000E0
4.589208459E2,6.469381220E1,2.452720310E1,9.272171355E0,1.709999919E0,3.213999939E2,2.500000000E0,2.000000000E0
4.599208484E2,6.469382457E1,2.452718290E1,9.272172009E0,1.709999919E0,3.187000122E2,2.500000000E0,2.000000000E0
4.609208509E2,6.469383433E1,2.452715817E1,9.272171623E0,1.500000000E0,3.122999878E2,2.500000000E0,2.000000000E0
4.619208533E2,6.469384535E1,2.452713495E1,9.272171669E0,1.759999990E0,3.152999878E2,2.500000000E0,2.000000000E0
4.629208559E2,6.469385855E1,2.452710947E1,1.027217196E1,1.870000005E0,3.168999939E2,2.500000000E0,2.000000000E0
4.639208583E2,6.469387016E1,2.452707435E1,1.027217091E1,1.649999976E0,3.136000061E2,2.500000000E0,2.000000000E0
4.649208608E2,6.469387993E1,2.452704736E1,1.027217029E1,1.649999976E0,3.107999878E2,2.500000000E0,2.000000000E0
4.659208633E2,6.469389149E1,2.452701819E1,1.027216985E1,1.829999924E0,3.113999939E2,2.500000000E0,2.000000000E0
4.669208658E2,6.469390071E1,2.452699791E1,9.272169794E0,1.360000014E0,3.068999939E2,2.500000000E0,2.000000000E0
4.679208683E2,6.469391027E1,2.452697720E1,1.027216977E1,1.500000000E0,3.067999878E2,2.500000000E0,2.000000000E0
4.689208708E2,6.469392385E1,2.452695809E1,9.272170803E0,1.709999919E0,3.141000061E2,2.500000000E0,2.000000000E0
4.699208733E2,6.469393563E1,2.452692809E1,1.027217031E1,1.689999938E0,3.148999939E2,2.500000000E0,2.000000000E0
4.709208758E2,6.469394614E1,2.452690068E1,1.027216981E1,1.699999928E0,3.142999878E2,2.500000000E0,2.000000000E0
4.719208783E2,6.469395692E1,2.452687277E1,1.027216932E1,1.689999938E0,3.140000000E2,2.500000000E0,2.000000000E0
4.729208808E2,6.469396748E1,2.452684988E1,9.272169291E0,1.719999909E0,3.132999878E2,2.500000000E0,2.000000000E0
4.739208833E2,6.469397871E1,2.452682138E1,9.272168834E0,1.629999995E0,3.138999939E2,2.500000000E0,2.000000000E0
4.749208858E2,6.469398671E1,2.452679859E1,9.272168252E0,1.819999933E0,3.115000000E2,2.500000000E0,2.000000000E0
4.759208883E2,6.469399623E1,2.452677495E1,9.272167917E0,1.679999948E0,3.112999878E2,2.500000000E0,2.000000000E0
4.769208908E2,6.469400746E1,2.452674519E1,9.272167329E0,1.929999948E0,3.112000122E2,2.500000000E0,2.000000000E0
4.779208933E2,6.469401819E1,2.452671628E1,9.272166717E0,1.759999990E0,3.152000122E2,2.500000000E0,2.000000000E0
4.789208958E2,6.469402971E1,2.452669289E1,9.272166849E0,1.579999924E0,3.110000000E2,2.500000000E0,2.000000000E0
4.799208983E2,6.469403868E1,2.452666682E1,9.272166141E0,1.669999957E0,3.117000122E2,2.500000000E0,2.000000000E0
4.809209008E2,6.469405176E1,2.452664168E1,9.272166433E0,1.719999909E0,3.152999878E2,2.500000000E0,2.000000000E0
4.819209032E2,6.469406362E1,2.452661024E1,9.272165809E0,2.109999895E0,3.135000000E2,2.500000000E0,2.000000000E0
4.829209058E2,6.469407854E1,2.452657630E1,9.272165599E0,1.860000014E0,3.157000122E2,2.500000000E0,2.000000000E0
4.839209082E2,6.469408889E1,2.452655140E1,9.272165315E0,1.699999928E0,3.157999878E2,2.500000000E0,2.000000000E0
4.849209108E2,6.469409668E1,2.452652944E1,8.272164769E0,1.469999909E0,3.097000122E2,2.500000000E0,2.000000000E0
4.859209132E2,6.469410460E1,2.452650773E1,8.272164277E0,1.610000014E0,3.087000122E2,2.500000000E0,2.000000000E0
4.869209157E2,6.469411315E1,2.452648569E1,8.272163888E0,1.610000014E0,3.116000061E2,2.500000000E0,2.000000000E0
4.879209182E2,6.469412317E1,2.452646390E1,8.272163848E0,1.789999962E0,3.142000122E2,2.500000000E0,2.000000000E0
4.889209207E2,6.469413470E1,2.452642995E1,8.272162888E0,1.730000019E0,3.121000061E2,2.500000000E0,2.000000000E0
4.899209232E2,6.469414660E1,2.452640120E1,8.272162545E0,1.759999990E0,3.145000000E2,2.500000000E0,2.000000000E0
4.909209257E2,6.469415766E1,2.452637631E1,8.272162415E0,1.679999948E0,3.136000061E2,2.500000000E0,2.000000000E0
4.919209282E2,6.469417074E1,2.452634621E1,8.272162191E0,1.699999928E0,3.146000061E2,2.500000000E0,2.000000000E0
4.929209306E2,6.469418352E1,2.452631948E1,8.272162248E0,1.620000005E0,3.152999878E2,2.500000000E0,2.000000000E0
4.939209331E2,6.469419391E1,2.452628796E1,8.272161285E0,1.569999933E0,3.118999939E2,2.500000000E0,2.000000000E0
4.949209356E2,6.469420523E1,2.452625711E1,8.272160594E0,1.529999971E0,3.121000061E2,2.500000000E0,2.000000000E0
4.959209381E2,6.469421654E1,2.452623591E1,9.272160897E0,1.719999909E0,3.127999878E2,2.500000000E0,2.000000000E0
4.969209406E2,6.469422576E1,2.452620917E1,8.272160168E0,1.750000000E0,3.132999878E2,2.500000000E0,2.000000000E0
4.979209431E2,6.469423519E1,2.452617715E1,9.272158940E0,1.799999952E0,3.135000000E2,2.500000000E0,2.000000000E0
4.989209455E2,6.469424479E1,2.452615184E1,9.272158439E0,1.620000005E0,3.126000061E2,2.500000000E0,2.000000000E0
4.999209480E2,6.469425539E1,2.452612988E1,9.272158506E0,1.639999986E0,3.125000000E2,2.500000000E0,2.000000000E0
5.009209505E2,6.469426457E1,2.452609903E1,9.272157342E0,1.909999967E0,3.136000061E2,2.500000000E0,2.000000000E0
5.019209530E2,6.469427677E1,2.452607104E1,8.272157135E0,1.539999962E0,3.136000061E2,2.500000000E0,2.000000000E0
5.029209555E2,6.469428603E1,2.452604556E1,8.272156542E0,1.639999986E0,3.127000122E2,2.500000000E0,2.000000000E0
5.039209580E2,6.469429739E1,2.452602552E1,8.272156972E0,1.740000010E0,3.142999878E2,2.500000000E0,2.000000000E0
5.049209605E2,6.469430866E1,2.452599853E1,8.272156665E0,1.709999919E0,3.135000000E2,2.500000000E0,2.000000000E0
5.059209629E2,6.469431688E1,2.452597867E1,8.272156420E0,1.809999943E0,3.138999939E2,2.500000000E0,2.000000000E0
5.069209654E2,6.469432652E1,2.452595738E1,8.272156341E0,1.569999933E0,3.111000061E2,2.500000000E0,2.000000000E0
5.079209679E2,6.469433758E1,2.452593223E1,8.272156177E0,1.639999986E0,3.150000000E2,2.500000000E0,2.000000000E0
5.089209703E2,6.469434609E1,2.452590876E1,8.272155623E0,1.699999928E0,3.138999939E2,2.500000000E0,2.000000000E0
5.099209728E2,6.469435418E1,2.452588781E1,8.272155237E0,1.779999971E0,3.125000000E2,2.500000000E0,2.000000000E0
5.109209753E2,6.469436461E1,2.452586132E1,8.272154795E0,1.639999986E0,3.100000000E2,2.500000000E0,2.000000000E0
5.119209778E2,6.469437605E1,2.452583584E1,8.272154678E0,1.779999971E0,3.160000000E2,2.500000000E0,2.000000000E0
5.129209803E2,6.469438527E1,2.452580525E1,7.272153543E0,1.629999995E0,3.110000000E2,2.500000000E0,2.000000000E0
5.139209828E2,6.469439583E1,2.452577666E1,8.272152911E0,1.649999976E0,3.122999878E2,2.500000000E0,2.000000000E0
5.149209852E2,6.469440795E1,2.452574976E1,8.272152792E0,1.789999962E0,3.147999878E2,2.500000000E0,2.000000000E0
5.159209877E2,6.469442140E1,2.452572118E1,8.272152794E0,1.909999967E0,3.167000122E2,2.500000000E0,2.000000000E0
5.169209902E2,6.469443171E1,2.452569092E1,8.272151931E0,1.659999967E0,3.127999878E2,2.500000000E0,2.000000000E0
5.179209927E2,6.469444152E1,2.452566803E1,8.272151720E0,1.829999924E0,3.082000122E2,2.500000000E0,2.000000000E0
5.189209953E2,6.469445195E1,2.452564213E1,9.272151335E0,1.740000010E0,3.087999878E2,2.500000000E0,2.000000000E0
5.199209978E2,6.469446431E1,2.452560919E1,9.272150645E0,1.939999938E0,3.175000000E2,2.500000000E0,2.000000000E0
5.209210003E2,6.469447387E1,2.452557801E1,9.272149520E0,1.669999957E0,3.073999939E2,2.500000000E0,2.000000000E0
5.219210028E2,6.469448376E1,2.452554851E1,9.272148641E0,1.899999976E0,3.077999878E2,2.500000000E0,2.000000000E0
5.229210053E2,6.469449285E1,2.452551842E1,9.272147526E0,1.730000019E0,3.057999878E2,2.500000000E0,2.000000000E0
5.239210078E2,6.469450107E1,2.452548757E1,8.272146140E0,1.799999952E0,3.075000000E2,2.500000000E0,2.000000000E0
5.249210103E2,6.469450882E1,2.452545815E1,8.272144799E0,1.799999952E0,3.056000061E2,2.500000000E0,2.000000000E0
5.259210128E2,6.469451905E1,2.452543301E1,8.272144442E0,1.740000010E0,3.073999939E2,2.500000000E0,2.000000000E0
5.269210154E2,6.469452726E1,2.452540518E1,8.272143367E0,1.699999928E0,3.066000061E2,2.500000000E0,2.000000000E0
5.279210178E2,6.469453615E1,2.452537215E1,8.272141901E0,1.740000010E0,3.062000122E2,2.500000000E0,2.000000000E0
5.289210204E2,6.469454830E1,2.452533561E1,8.272140787E0,1.649999976E0,3.047999878E2,2.500000000E0,2.000000000E0
5.299210229E2,6.469455878E1,2.452530761E1,8.272140189E0,1.789999962E0,3.076000061E2,2.500000000E0,2.000000000E0
5.309210254E2,6.469457043E1,2.452528087E1,8.272139977E0,1.629999995E0,3.037999878E2,2.500000000E0,2.000000000E0
5.319210280E2,6.469458091E1,2.452525011E1,8.272139092E0,1.809999943E0,3.107000122E2,2.500000000E0,2.000000000E0
5.329210305E2,6.469459025E1,2.452522371E1,8.272138409E0,1.719999909E0,3.112999878E2,2.500000000E0,2.000000000E0
5.339210330E2,6.469460060E1,2.452519991E1,8.272138215E0,1.709999919E0,3.123999939E2,2.500000000E0,2.000000000E0
5.349210356E2,6.469460982E1,2.452517057E1,8.272137200E0,1.730000019E0,3.105000000E2,2.500000000E0,2.000000000E0
5.359210381E2,6.469461909E1,2.452514274E1,8.272136351E0,1.689999938E0,3.122999878E2,2.500000000E0,2.000000000E0
5.369210406E2,6.469462998E1,2.452511206E1,8.272135563E0,1.919999957E0,3.142000122E2,2.500000000E0,2.000000000E0
5.379210432E2,6.469464188E1,2.452508566E1,8.272135438E0,1.809999943E0,3.130000000E2,2.500000000E0,2.000000000E0
5.389210458E2,6.469465069E1,2.452505725E1,8.272134425E0,1.730000019E0,3.151000061E2,2.500000000E0,2.000000000E0
5.399210483E2,6.469466146E1,2.452503830E1,8.272134824E0,1.610000014E0,3.123999939E2,2.500000000E0,2.000000000E0
5.409210509E2,6.469467277E1,2.452500427E1,8.272133779E0,1.740000010E0,3.108999939E2,2.500000000E0,2.000000000E0
5.419210534E2,6.469468337E1,2.452497661E1,8.272133238E0,1.709999919E0,3.117999878E2,2.500000000E0,2.000000000E0
5.429210560E2,6.469469431E1,2.452495054E1,8.272132934E0,1.759999990E0,3.112999878E2,2.500000000E0,2.000000000E0
5.439210585E2,6.469470471E1,2.452492456E1,8.272132519E0,1.759999990E0,3.135000000E2,2.500000000E0,2.000000000E0
5.449210610E2,6.469471292E1,2.452490151E1,8.272131930E0,1.759999990E0,3.121000061E2,2.500000000E0,2.000000000E0
5.459210636E2,6.469472210E1,2.452487628E1,8.272131326E0,1.629999995E0,3.110000000E2,2.500000000E0,2.000000000E0
5.469210662E2,6.469473119E1,2.452485113E1,7.272130713E0,1.769999981E0,3.126000061E2,2.500000000E0,2.000000000E0
5.479210688E2,6.469474351E1,2.452481853E1,7.272130032E0,1.849999905E0,3.137000122E2,2.500000000E0,2.000000000E0
5.489210714E2,6.469475441E1,2.452478701E1,7.272129152E0,1.839999914E0,3.131000061E2,2.500000000E0,2.000000000E0
5.499210739E2,6.469476916E1,2.452475483E1,6.272129045E0,1.789999962E0,3.135000000E2,2.500000000E0,2.000000000E0
5.509210765E2,6.469477868E1,2.452472507E1,7.272128044E0,1.769999981E0,3.123999939E2,2.500000000E0,2.000000000E0
5.519210790E2,6.469478974E1,2.452470177E1,6.272128050E0,1.589999914E0,3.087999878E2,2.500000000E0,2.000000000E0
5.529210816E2,6.469479804E1,2.452467511E1,6.272127103E0,1.789999962E0,3.127999878E2,2.500000000E0,2.000000000E0
5.539210841E2,6.469480940E1,2.452465340E1,6.272127337E0,1.699999928E0,3.142000122E2,2.500000000E0,2.000000000E0
5.549210867E2,6.469482008E1,2.452463002E1,6.272127250E0,1.759999990E0,3.132999878E2,2.500000000E0,2.000000000E0
5.559210894E2,6.469482918E1,2.452460420E1,6.272126563E0,1.799999952E0,3.132999878E2,2.500000000E0,2.000000000E0
5.569210919E2,6.469484263E1,2.452457830E1,6.272126820E0,1.769999981E0,3.133999939E2,2.500000000E0,2.000000000E0
5.579210945E2,6.469485311E1,2.452454184E1,6.272125330E0,1.769999981E0,3.128999939E2,2.500000000E0,2.000000000E0
5.589210971E2,6.469486421E1,2.452450940E1,6.272124395E0,1.959999919E0,3.080000000E2,2.500000000E0,2.000000000E0
5.599210996E2,6.469487369E1,2.452448099E1,7.272123519E0,1.629999995E0,3.085000000E2,2.500000000E0,2.000000000E0
5.609211022E2,6.469488483E1,2.452445048E1,6.272122792E0,1.759999990E0,3.111000061E2,2.500000000E0,2.000000000E0
5.619211048E2,6.469489829E1,2.452442232E1,6.272122811E0,1.879999995E0,3.117000122E2,2.500000000E0,2.000000000E0
5.629211074E2,6.469490822E1,2.452439038E1,6.272121669E0,1.709999919E0,3.081000061E2,2.500000000E0,2.000000000E0
5.639211100E2,6.469491853E1,2.452436431E1,6.272121217E0,1.829999924E0,3.080000000E2,2.500000000E0,2.000000000E0
5.649211126E2,6.469492808E1,2.452432995E1,6.272119740E0,1.679999948E0,3.028999939E2,2.500000000E0,2.000000000E0
5.659211151E2,6.469493630E1,2.452429449E1,6.272117855E0,1.959999919E0,3.025000000E2,2.500000000E0,2.000000000E0
5.669211178E2,6.469494556E1,2.452426306E1,6.272116617E0,1.719999909E0,3.025000000E2,2.500000000E0,2.000000000E0
5.679211203E2,6.469495373E1,2.452422869E1,6.272114836E0,1.789999962E0,3.028999939E2,2.500000000E0,2.000000000E0
5.689211229E2,6.469496329E1,2.452419693E1,6.272113626E0,1.860000014E0,3.021000061E2,2.500000000E0,2.000000000E0
5.699211255E2,6.469497159E1,2.452416147E1,6.272111758E0,1.740000010E0,3.048999939E2,2.500000000E0,2.000000000E0
5.709211281E2,6.469498139E1,2.452413289E1,6.272110933E0,1.699999928E0,3.063999939E2,2.500000000E0,2.000000000E0
5.719211307E2,6.469499015E1,2.452410297E1,6.272109739E0,1.509999990E0,3.072000122E2,2.500000000E0,2.000000000E0
5.729211333E2,6.469499715E1,2.452407396E1,7.272108256E0,1.589999914E0,3.041000061E2,2.500000000E0,2.000000000E0
5.739211359E2,6.469500696E1,2.452404547E1,7.272107438E0,1.639999986E0,3.027999878E2,2.500000000E0,2.000000000E0
5.749211385E2,6.469501396E1,2.452401504E1,7.272105806E0,1.689999938E0,3.022999878E2,2.500000000E0,2.000000000E0
5.759211411E2,6.469502439E1,2.452398151E1,7.272104602E0,1.639999986E0,3.025000000E2,2.500000000E0,2.000000000E0
5.769211437E2,6.469503345E1,2.452395394E1,7.272103714E0,1.629999995E0,2.985000000E2,2.500000000E0,2.000000000E0
5.779211463E2,6.469504145E1,2.452392393E1,7.272102344E0,1.289999962E0,3.046000061E2,2.500000000E0,2.000000000E0
5.789211489E2,6.469504971E1,2.452391018E1,7.272102717E0,1.509999990E0,3.011000061E2,2.500000000E0,2.000000000E0
5.799211515E2,6.469505767E1,2.452387825E1,7.272101137E0,1.730000019E0,2.961000061E2,2.500000000E0,2.000000000E0
5.809211541E2,6.469506341E1,2.452384313E1,7.272098742E0,1.439999938E0,2.957000122E2,2.500000000E0,2.000000000E0
5.819211567E2,6.469506898E1,2.452380088E1,6.272095570E0,1.709999919E0,2.960000000E2,2.500000000E0,2.000000000E0
5.829211594E2,6.469507594E1,2.452376928E1,7.272093804E0,1.569999933E0,3.031000061E2,2.500000000E0,2.000000000E0
5.839211620E2,6.469508382E1,2.452374003E1,7.272092483E0,1.299999952E0,3.091000061E2,2.500000000E0,2.000000000E0
5.849211646E2,6.469509367E1,2.452371363E1,7.272091887E0,1.689999938E0,3.073999939E2,2.500000000E0,2.000000000E0
5.859211672E2,6.469510088E1,2.452368580E1,7.272090567E0,1.490000010E0,3.025000000E2,2.500000000E0,2.000000000E0
5.869211698E2,6.469510737E1,2.452365403E1,7.272088682E0,1.679999948E0,3.001000061E2,2.500000000E0,2.000000000E0
5.879211724E2,6.469511563E1,2.452362134E1,7.272087084E0,1.629999995E0,2.960000000E2,2.500000000E0,2.000000000E0
5.889211750E2,6.469511940E1,2.452359142E1,6.272084797E0,1.139999986E0,2.956000061E2,2.500000000E0,2.000000000E0
5.899211777E2,6.469512502E1,2.452355839E1,6.272082589E0,1.659999967E0,2.991000061E2,2.500000000E0,2.000000000E0
5.909211802E2,6.469513457E1,2.452352269E1,6.272080959E0,1.679999948E0,2.997999878E2,2.500000000E0,2.000000000E0
5.919211828E2,6.469513977E1,2.452349461E1,5.272079173E0,1.299999952E0,2.937000122E2,2.500000000E0,2.000000000E0
5.929211855E2,6.469514765E1,2.452346586E1,6.272077901E0,1.589999914E0,2.961000061E2,2.500000000E0,2.000000000E0
5.939211881E2,6.469515498E1,2.452343266E1,6.272076048E0,1.620000005E0,2.951000061E2,2.500000000E0,2.000000000E0
5.949211907E2,6.469516085E1,2.452340056E1,6.272073988E0,1.439999938E0,2.937999878E2,2.500000000E0,2.000000000E0
5.959211934E2,6.469516814E1,2.452337558E1,6.272072979E0,1.549999952E0,2.963999939E2,2.500000000E0,2.000000000E0
5.969211960E2,6.469517921E1,2.452335144E1,5.272072878E0,1.709999919E0,3.128999939E2,2.500000000E0,2.000000000E0
5.979211987E2,6.469519065E1,2.452333326E1,5.272073477E0,1.500000000E0,3.348999939E2,2.500000000E0,2.000000000E0
5.989212013E2,6.469520561E1,2.452332647E1,5.272076027E0,1.549999952E0,1.389999962E1,2.500000000E0,2.000000000E0
5.999212039E2,6.469522024E1,2.452334030E1,5.272080647E0,1.730000019E0,2.560000038E1,2.500000000E0,2.000000000E0
6.009212065E2,6.469523645E1,2.452334507E1,6.272084674E0,1.669999957E0,2.579999924E1,2.500000000E0,2.000000000E0
6.019212092E2,6.469525179E1,2.452336779E1,6.272090374E0,1.699999928E0,3.010000038E1,2.500000000E0,2.000000000E0
6.029212118E2,6.469526135E1,2.452338246E1,6.272093979E0,1.589999914E0,3.709999847E1,2.500000000E0,2.000000000E0
6.039212144E2,6.469527007E1,2.452341355E1,6.272099111E0,1.629999995E0,4.350000000E1,2.500000000E0,2.000000000E0
6.049212171E2,6.469528276E1,2.452344465E1,6.272105111E0,1.610000014E0,4.529999924E1,2.500000000E0,2.000000000E0
6.059212197E2,6.469529224E1,2.452346619E1,6.272109414E0,1.539999962E0,4.600000000E1,2.500000000E0,2.000000000E0
6.069212223E2,6.469530435E1,2.452349159E1,7.272114694E0,1.819999933E0,4.750000000E1,2.500000000E0,2.000000000E0
6.079212249E2,6.469531684E1,2.452351958E1,7.272120326E0,1.559999943E0,4.800000000E1,2.500000000E0,2.000000000E0
